assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	ncbi_taxonomy_x	ncbi_taxonomy_y	NCBI_Domain	NCBI_Phylum	NCBI_Class	NCBI_Order	NCBI_Family	NCBI_Genus	NCBI_Species	GCF
GCF_000014185.1	PRJNA224116	SAMN02598258		representative genome	266117	49319	Rubrobacter xylanophilus DSM 9941	strain=DSM 9941		latest	Complete Genome	Major	Full	2006/06/09	ASM1418v1	DOE Joint Genome Institute	GCA_000014185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/185/GCF_000014185.1_ASM1418v1		assembly from type material	d__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter xylanophilus	d__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter xylanophilus	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter_xylanophilus	000014185
GCF_000013645.1	PRJNA224116	SAMN02598451		representative genome	266265	36873	Paraburkholderia xenovorans LB400	strain=LB400		latest	Complete Genome	Major	Full	2006/04/10	ASM1364v1	DOE Joint Genome Institute	GCA_000013645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/645/GCF_000013645.1_ASM1364v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia xenovorans	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia xenovorans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_xenovorans	000013645
GCF_900637895.1	PRJNA224116	SAMEA48409918		representative genome	266748	266748	Chryseobacterium antarcticum	strain=NCTC13489		latest	Complete Genome	Major	Full	2018/12/20	52700_G01	SC	GCA_900637895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/895/GCF_900637895.1_52700_G01		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Chryseobacterium antarcticum	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Chryseobacterium antarcticum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella	Chryseobacterium_antarcticum	900637895
GCF_900638245.1	PRJNA224116	SAMEA104167194		representative genome	266749	266749	Chryseobacterium jeonii	strain=NCTC13459		latest	Complete Genome	Major	Full	2018/12/20	56772_F02	SC	GCA_900638245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/245/GCF_900638245.1_56772_F02		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Chryseobacterium jeonii	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Kaistella;s__Chryseobacterium jeonii	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella	Chryseobacterium_jeonii	900638245
GCF_000009625.1	PRJNA224116	SAMD00061086		representative genome	266835	2066070	Mesorhizobium japonicum MAFF 303099	strain=MAFF 303099		latest	Complete Genome	Major	Full	2004/05/11	ASM962v1	Kazusa	GCA_000009625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/625/GCF_000009625.1_ASM962v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium japonicum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium japonicum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_japonicum	000009625
GCF_000017305.1	PRJNA224116	SAMN02598259		representative genome	266940	131568	Kineococcus radiotolerans SRS30216 = ATCC BAA-149	strain=SRS30216		latest	Complete Genome	Major	Full	2008/08/14	ASM1730v1	US DOE Joint Genome Institute	GCA_000017305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/017/305/GCF_000017305.1_ASM1730v1		assembly from type material	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Kineosporiales;f__Kineosporiaceae;g__Kineococcus;s__Kineococcus radiotolerans	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Kineosporiales;f__Kineosporiaceae;g__Kineococcus;s__Kineococcus radiotolerans	Bacteria	Actinobacteria	Actinomycetia	Kineosporiales	Kineosporiaceae	Kineococcus	Kineococcus_radiotolerans	000017305
GCF_002795865.1	PRJNA224116	SAMN08031326		representative genome	266951	266951	Qipengyuania seohaensis	strain=SW-135		latest	Complete Genome	Major	Full	2017/11/27	ASM279586v1	Second Institute of Oceanography, State Oceanic Administration	GCA_002795865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/865/GCF_002795865.1_ASM279586v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania seohaensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Qipengyuania;s__Qipengyuania seohaensis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Qipengyuania	Qipengyuania_seohaensis	002795865
GCF_014055025.1	PRJNA224116	SAMN15603180		representative genome	267212	267212	Neisseria bacilliformis	strain=DSM 23338		latest	Complete Genome	Major	Full	2020/08/04	ASM1405502v1	INRS-Institut Armand-Frappier	GCA_014055025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/055/025/GCF_014055025.1_ASM1405502v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria bacilliformis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria bacilliformis	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_bacilliformis	014055025
GCF_000008345.1	PRJNA224116	SAMN02603281		representative genome	267747	1747	Cutibacterium acnes KPA171202	strain=KPA171202		latest	Complete Genome	Major	Full	2004/07/30	ASM834v1	Goettingen Genomics Laboratory	GCA_000008345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/345/GCF_000008345.1_ASM834v1			d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium acnes	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium_acnes	000008345
GCF_000008365.1	PRJNA224116	SAMN03081417		representative genome	267748	2118	Mycoplasma mobile 163K	strain=163K		latest	Complete Genome	Major	Full	2004/05/18	ASM836v1	Broad Institute	GCA_000008365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/365/GCF_000008365.1_ASM836v1		assembly from type material	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma mobile	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma mobile	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma_mobile	000008365
GCF_014656585.1	PRJNA224116	SAMN16072876		representative genome	267818	267818	Lactobacillus kefiranofaciens	strain=1207		latest	Complete Genome	Major	Full	2020/09/19	ASM1465658v1	Tianjin University of Science and Technology	GCA_014656585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/656/585/GCF_014656585.1_ASM1465658v1			d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kefiranofaciens	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kefiranofaciens	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_kefiranofaciens	014656585
GCF_000012565.1	PRJNA224116	SAMN02598261		representative genome	269484	944	Ehrlichia canis str. Jake	strain=Jake		latest	Complete Genome	Major	Full	2005/08/12	ASM1256v1	DOE Joint Genome Institute	GCA_000012565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/565/GCF_000012565.1_ASM1256v1			d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia canis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia;s__Ehrlichia canis	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia_canis	000012565
GCF_009176625.1	PRJNA224116	SAMD00184872		representative genome	269673	269673	Sporolactobacillus terrae	strain=70-3		latest	Complete Genome	Major	Full	2019/09/27	ASM917662v1	NODAI Culture Collection Center, Tokyo University of Agriculture	GCA_009176625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/176/625/GCF_009176625.1_ASM917662v1			d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus;s__Sporolactobacillus terrae	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillus;s__Sporolactobacillus terrae	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus_terrae	009176625
GCF_000014145.1	PRJNA224116	SAMN02598536		representative genome	269798	985	Cytophaga hutchinsonii ATCC 33406	strain=ATCC 33406		latest	Complete Genome	Major	Full	2006/07/11	ASM1414v1	DOE Joint Genome Institute	GCA_000014145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/145/GCF_000014145.1_ASM1414v1		assembly from type material	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__Cytophaga hutchinsonii	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__Cytophaga hutchinsonii	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	Cytophaga_hutchinsonii	000014145
GCF_000012925.1	PRJNA224116	SAMN02598399		representative genome	269799	28232	Geobacter metallireducens GS-15	strain=GS-15		latest	Complete Genome	Major	Full	2005/10/27	ASM1292v1	DOE Joint Genome Institute	GCA_000012925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/925/GCF_000012925.1_ASM1292v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter metallireducens	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter metallireducens	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_metallireducens	000012925
GCF_000012405.1	PRJNA224116	SAMN02598543		representative genome	269800	2021	Thermobifida fusca YX	strain=YX		latest	Complete Genome	Major	Full	2005/08/08	ASM1240v1	DOE Joint Genome Institute	GCA_000012405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/405/GCF_000012405.1_ASM1240v1			d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Nocardiopsaceae;g__Thermobifida;s__Thermobifida fusca	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptosporangiales;f__Nocardiopsaceae;g__Thermobifida;s__Thermobifida fusca	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida_fusca	000012405
GCF_000012365.1	PRJNA224116	SAMN02604021		representative genome	271848	57975	Burkholderia thailandensis E264	strain=E264; ATCC 700388		latest	Complete Genome	Major	Full	2005/12/15	ASM1236v1	TIGR	GCA_000012365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/365/GCF_000012365.1_ASM1236v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia thailandensis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_thailandensis	000012365
GCF_002278035.1	PRJNA224116	SAMN07259827		representative genome	271865	271865	Ochrobactrum quorumnocens	strain=A44		latest	Complete Genome	Major	Full	2017/08/30	ASM227803v1	Intercollegiate Faculty of Biotechnology UG&MUG	GCA_002278035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/035/GCF_002278035.1_ASM227803v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__Ochrobactrum quorumnocens	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__Ochrobactrum quorumnocens	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum_quorumnocens	002278035
GCF_000317695.1	PRJNA224116	SAMN02232008		representative genome	272123	1165	Anabaena cylindrica PCC 7122	strain=PCC 7122		latest	Complete Genome	Major	Full	2012/12/07	ASM31769v1	DOE Joint Genome Institute	GCA_000317695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/695/GCF_000317695.1_ASM31769v1		assembly from type material	d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Anabaena;s__Anabaena cylindrica	d__Bacteria;p__Cyanobacteria;c__;o__Nostocales;f__Nostocaceae;g__Anabaena;s__Anabaena cylindrica	Bacteria	Cyanobacteria	norank	Nostocales	Nostocaceae	Anabaena	Anabaena_cylindrica	000317695
GCF_000011145.1	PRJNA224116	SAMD00061093		representative genome	272558	86665	Bacillus halodurans C-125	strain=C-125		latest	Complete Genome	Major	Full	2004/05/11	ASM1114v1	JAMSTEC	GCA_000011145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/145/GCF_000011145.1_ASM1114v1			d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus;s__Alkalihalobacillus halodurans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalihalobacillus;s__Alkalihalobacillus halodurans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus_halodurans	000011145
GCF_000008725.1	PRJNA57637	SAMN02603114		reference genome	272561	813	Chlamydia trachomatis D/UW-3/CX	strain=D/UW-3/CX		latest	Complete Genome	Major	Full	2001/01/09	ASM872v1	ChGP	GCA_000008725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/725/GCF_000008725.1_ASM872v1			d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia trachomatis	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia trachomatis	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_trachomatis	000008725
GCF_000021925.1	PRJNA224116	SAMN02598433		representative genome	272564	49338	Desulfitobacterium hafniense DCB-2	strain=DCB-2		latest	Complete Genome	Major	Full	2009/01/05	ASM2192v1	US DOE Joint Genome Institute	GCA_000021925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/925/GCF_000021925.1_ASM2192v1		assembly from type material	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Desulfitobacterium;s__Desulfitobacterium hafniense	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Desulfitobacterium;s__Desulfitobacterium hafniense	Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium_hafniense	000021925
GCF_000011225.1	PRJNA224116	SAMD00061084		representative genome	272633	28227	Mycoplasma penetrans HF-2	strain=HF-2		latest	Complete Genome	Major	Full	2004/05/11	ASM1122v1	NIID Japan	GCA_000011225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/225/GCF_000011225.1_ASM1122v1			d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma penetrans	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma penetrans	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma_penetrans	000011225
GCF_000195875.1	PRJNA224116	SAMEA3138324		representative genome	272635	2107	Mycoplasma pulmonis UAB CTIP	strain=UAB CTIP		latest	Complete Genome	Major	Full	2003/05/06	ASM19587v1	Genoscope	GCA_000195875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/875/GCF_000195875.1_ASM19587v1			d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasma pulmonis	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasma pulmonis	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasma_pulmonis	000195875
GCF_000007025.1	PRJNA224116	SAMN02603141		representative genome	272944	781	Rickettsia conorii str. Malish 7	strain=Malish 7		latest	Complete Genome	Major	Full	2002/11/25	ASM702v1	CNRS	GCA_000007025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/025/GCF_000007025.1_ASM702v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia conorii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia conorii	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia_conorii	000007025
GCF_001274875.1	PRJNA224116	SAMN03269975		representative genome	273035	47834	Spiroplasma kunkelii CR2-3x	strain=CR2-3x		latest	Complete Genome	Major	Full	2015/08/26	ASM127487v1	Beltsville Agricultural Research Center	GCA_001274875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/274/875/GCF_001274875.1_ASM127487v1			d__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma kunkelii	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Entomoplasmatales;f__Spiroplasmataceae;g__Spiroplasma;s__Spiroplasma kunkelii	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma_kunkelii	001274875
GCF_000196135.1	PRJNA224116	SAMEA3138333		representative genome	273121	844	Wolinella succinogenes DSM 1740	strain=DSMZ 1740		latest	Complete Genome	Major	Full	2003/09/08	ASM19613v1	Max-Plank-Institute	GCA_000196135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/135/GCF_000196135.1_ASM19613v1		assembly from type material	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella;s__Wolinella succinogenes	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Wolinella;s__Wolinella succinogenes	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella_succinogenes	000196135
GCF_003932995.1	PRJNA224116	SAMN08162086		representative genome	273384	273384	Brevibacterium aurantiacum	strain=SMQ-1419		latest	Complete Genome	Major	Full	2018/12/10	ASM393299v1	Universite Laval	GCA_003932995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/995/GCF_003932995.1_ASM393299v1			d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium aurantiacum	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium aurantiacum	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_aurantiacum	003932995
GCF_001975955.2	PRJNA224116	SAMN06227058		representative genome	273677	273677	Microbacterium oleivorans	strain=A9		latest	Complete Genome	Major	Full	2019/01/04	ASM197595v2	CEA	GCA_001975955.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/955/GCF_001975955.2_ASM197595v2			d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium oleivorans	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium oleivorans	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_oleivorans	001975955
GCF_001747405.1	PRJNA224116	SAMN05793943		representative genome	274537	274537	Chlorobaculum limnaeum	strain=DSM 1677		latest	Complete Genome	Major	Full	2016/09/28	ASM174740v1	Pennsylvania State University	GCA_001747405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/405/GCF_001747405.1_ASM174740v1		assembly from type material	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum limnaeum	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum limnaeum	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum_limnaeum	001747405
