assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_008704935.1	PRJNA224116	SAMN07709103		representative genome	1960	1960	Streptomyces vinaceus	strain=ATCC 27476		latest	Complete Genome	Major	Full	2019/09/26	ASM870493v1	KAIST	GCA_008704935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/935/GCF_008704935.1_ASM870493v1		assembly from type material
GCF_008704495.1	PRJNA224116	SAMN07709093		representative genome	1967	1967	Streptomyces kanamyceticus	strain=ATCC 12853		latest	Complete Genome	Major	Full	2019/09/26	ASM870449v1	KAIST	GCA_008704495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/495/GCF_008704495.1_ASM870449v1		assembly from type material
GCF_008704715.1	PRJNA224116	SAMN07709106		representative genome	1969	1969	Streptomyces chartreusis	strain=ATCC 14922		latest	Complete Genome	Major	Full	2019/09/26	ASM870471v1	KAIST	GCA_008704715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/704/715/GCF_008704715.1_ASM870471v1		assembly from type material
GCF_002260685.1	PRJNA224116	SAMN07347491		representative genome	2014	2014	Nocardiopsis dassonvillei	strain=HZNU_N_1		latest	Complete Genome	Major	Full	2017/08/21	ASM226068v1	Hangzhou Normal University	GCA_002260685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/685/GCF_002260685.1_ASM226068v1		
GCF_005886755.1	PRJNA224116	SAMN11483338		representative genome	2026	2026	Thermoactinomyces vulgaris	strain=2H		latest	Complete Genome	Major	Full	2019/05/29	ASM588675v1	NEB	GCA_005886755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/886/755/GCF_005886755.1_ASM588675v1		
GCF_001509405.1	PRJNA224116	SAMN03701813		representative genome	2041	2041	Aeromicrobium erythreum	strain=AR18		latest	Complete Genome	Major	Full	2016/01/08	ASM150940v1	NCSU	GCA_001509405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/509/405/GCF_001509405.1_ASM150940v1		assembly from type material
GCF_000785495.1	PRJNA224116	SAMN03009415		representative genome	2045	2045	Pimelobacter simplex	strain=VKM Ac-2033D		latest	Complete Genome	Major	Full	2014/11/19	ASM78549v1	G.K.Skryabin Institute of Biochemistry and Physiology of Microorganisms Russian Academy of Sciences	GCA_000785495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/495/GCF_000785495.1_ASM78549v1		
GCF_003945385.1	PRJNA224116	SAMD00129985		representative genome	2074	2074	Pseudonocardia autotrophica	strain=NBRC 12743		latest	Complete Genome	Major	Full	2018/08/23	ASM394538v1	National Institute of Advanced Industrial Science and Technology	GCA_003945385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/945/385/GCF_003945385.1_ASM394538v1		assembly from type material
GCF_001547975.1	PRJNA224116	SAMD00020876		representative genome	2094	2094	Mycoplasma arginini	strain=HAZ145_1	Mycoplasma arginini #HAZ145_1	latest	Complete Genome	Major	Full	2015/02/25	ASM154797v1	National Institute of Animal Health, National Agriculture and Food Research Organization	GCA_001547975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/975/GCF_001547975.1_ASM154797v1		
GCF_013367895.1	PRJNA224116	SAMN15042589		representative genome	2098	2098	Mycoplasma hominis	strain=A136		latest	Complete Genome	Major	Full	2020/06/23	ASM1336789v1	University Hospital of Dusseldorf	GCA_013367895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/367/895/GCF_013367895.1_ASM1336789v1		
GCF_013393745.1	PRJNA224116	SAMN09010075		representative genome	2109	2109	Mycoplasma synoviae	strain=86079/7NS		latest	Complete Genome	Major	Full	2020/07/08	ASM1339374v1	The University of Melbourne	GCA_013393745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/393/745/GCF_013393745.1_ASM1339374v1		
GCF_900660715.1	PRJNA224116	SAMEA104224774		representative genome	2111	2111	Mycoplasma arthritidis	strain=NCTC10162		latest	Complete Genome	Major	Full	2019/01/29	57675_H02-3	SC	GCA_900660715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/715/GCF_900660715.1_57675_H02-3		assembly from type material
GCF_900660525.1	PRJNA224116	SAMEA4434524		representative genome	2112	2112	Mycoplasma bovigenitalium	strain=NCTC10122		latest	Complete Genome	Major	Full	2019/01/29	50861_G01-3	SC	GCA_900660525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/525/GCF_900660525.1_50861_G01-3		assembly from type material
GCF_003925935.1	PRJNA224116	SAMD00136561		representative genome	2113	2113	Mycoplasma californicum	strain=HAZ106_1		latest	Complete Genome	Major	Full	2018/10/04	ASM392593v1	National Institute of Animal Health, National Agriculture and Food Research Organization	GCA_003925935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/925/935/GCF_003925935.1_ASM392593v1		
GCF_900660615.1	PRJNA224116	SAMEA4412702		representative genome	2116	2116	Mycoplasma iowae	strain=NCTC10185		latest	Complete Genome	Major	Full	2019/01/29	51670_F01-3	SC	GCA_900660615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/615/GCF_900660615.1_51670_F01-3		assembly from type material
GCF_900660485.1	PRJNA224116	SAMEA4412700		representative genome	2120	2120	Mycoplasma neurolyticum	strain=NCTC10166		latest	Complete Genome	Major	Full	2019/01/29	50648_E01-3	SC	GCA_900660485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/660/485/GCF_900660485.1_50648_E01-3		assembly from type material
GCF_900476175.1	PRJNA224116	SAMEA4412699		representative genome	2123	2123	Mycoplasma putrefaciens	strain=NCTC10155		latest	Complete Genome	Major	Full	2018/08/19	50648_D01	SC	GCA_900476175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/476/175/GCF_900476175.1_50648_D01		assembly from type material
GCF_001886855.1	PRJNA224116	SAMN04110376		representative genome	2133	2133	Spiroplasma citri	strain=R8-A2		latest	Complete Genome	Major	Full	2016/11/28	ASM188685v1	Beltsville Agricultural Research Center	GCA_001886855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/855/GCF_001886855.1_ASM188685v1		assembly from type material
GCF_002795265.1	PRJNA224116	SAMN07540836		representative genome	2139	2139	Spiroplasma clarkii	strain=CN-5		latest	Complete Genome	Major	Full	2017/11/23	ASM279526v1	Academia Sinica	GCA_002795265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/795/265/GCF_002795265.1_ASM279526v1		assembly from type material
GCF_004379335.1	PRJNA224116	SAMN11157588		representative genome	2143	2143	Spiroplasma gladiatoris	strain=TG-1		latest	Complete Genome	Major	Full	2019/03/26	ASM437933v1	Academia Sinica	GCA_004379335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/379/335/GCF_004379335.1_ASM437933v1		assembly from type material
GCF_002749675.1	PRJNA224116	SAMN07838951		representative genome	2149	2149	Mesoplasma entomophilum	strain=TAC		latest	Complete Genome	Major	Full	2017/11/03	ASM274967v1	Ginkgo Bioworks Inc.	GCA_002749675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/749/675/GCF_002749675.1_ASM274967v1		assembly from type material
GCF_000763575.1	PRJNA224116	SAMN02947172		representative genome	2325	2325	Thermoanaerobacter kivui	strain=LKT-1		latest	Complete Genome	Major	Full	2014/10/06	ASM76357v1	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	GCA_000763575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/575/GCF_000763575.1_ASM76357v1		assembly from type material
GCF_007641255.1	PRJNA224116	SAMN10963686		representative genome	2377	2377	Sporomusa termitida	strain=DSM 4440		latest	Complete Genome	Major	Full	2019/07/30	ASM764125v1	Georg-August-University Goettingen	GCA_007641255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/641/255/GCF_007641255.1_ASM764125v1		assembly from type material
GCF_000767275.2	PRJNA224116	SAMN03097205		representative genome	2423	2423	Fervidobacterium islandicum	strain=AW-1		latest	Complete Genome	Major	Full	2016/04/06	ASM76727v3	KRIBB	GCA_000767275.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/767/275/GCF_000767275.2_ASM76727v3		
GCF_002983865.1	PRJNA224116	SAMN06173322		representative genome	2434	2434	Roseobacter denitrificans	strain=FDAARGOS_309		latest	Complete Genome	Major	Full	2018/03/09	ASM298386v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002983865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/983/865/GCF_002983865.1_ASM298386v1		
GCF_900637305.1	PRJNA224116	SAMEA4412685		representative genome	2718	2718	Cardiobacterium hominis	strain=NCTC10426		latest	Complete Genome	Major	Full	2018/12/20	50618_F02	SC	GCA_900637305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/305/GCF_900637305.1_50618_F02		assembly from type material
GCF_001703555.1	PRJNA224116	SAMN05511624		representative genome	2748	2748	Carnobacterium divergens	strain=TMW 2.1579		latest	Complete Genome	Major	Full	2016/08/11	ASM170355v1	Technische Universitaet Muenchen	GCA_001703555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/703/555/GCF_001703555.1_ASM170355v1		
GCF_000317615.1	PRJNA224116	SAMN02261331		representative genome	13035	292566	Dactylococcopsis salina PCC 8305	strain=PCC 8305		latest	Complete Genome	Major	Full	2012/12/07	ASM31761v1	JGI	GCA_000317615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/615/GCF_000317615.1_ASM31761v1		assembly from type material
GCF_002346025.1	PRJNA224116	SAMN03121649		representative genome	13373	13373	Burkholderia mallei	strain=Turkey2		latest	Complete Genome	Major	Full	2017/09/22	ASM234602v1	USAMRIID	GCA_002346025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/346/025/GCF_002346025.1_ASM234602v1		
GCF_003314795.2	PRJNA224116	SAMN09521592		representative genome	13689	13689	Sphingomonas paucimobilis	strain=AIMST S2		latest	Complete Genome	Major	Full	2019/02/19	ASM331479v2	AIMST University	GCA_003314795.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/314/795/GCF_003314795.2_ASM331479v2		
GCF_003952825.1	PRJNA224116	SAMN08116046		representative genome	28026	28026	Bifidobacterium pseudocatenulatum	strain=12		latest	Complete Genome	Major	Full	2018/12/18	ASM395282v1	Korea Food Research Institute	GCA_003952825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/825/GCF_003952825.1_ASM395282v1		
GCF_001941465.1	PRJNA224116	SAMN02996497		representative genome	28028	28028	Corynebacterium flavescens	strain=OJ8		latest	Complete Genome	Major	Full	2017/01/10	ASM194146v1	Bielefeld University	GCA_001941465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/465/GCF_001941465.1_ASM194146v1		assembly from type material
GCF_000724775.3	PRJNA224116	SAMN02892976		representative genome	28031	28031	Lysinibacillus fusiformis	strain=RB-21		latest	Complete Genome	Minor	Full	2015/02/10	ASM72477v3	University of Malaya	GCA_000724775.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/775/GCF_000724775.3_ASM72477v3		
GCF_001558775.1	PRJNA224116	SAMN03996285		representative genome	28035	28035	Staphylococcus lugdunensis	strain=FDAARGOS_141		latest	Complete Genome	Major	Full	2016/02/11	ASM155877v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_001558775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/775/GCF_001558775.1_ASM155877v1		
GCF_010729895.1	PRJNA224116	SAMD00153189		representative genome	28047	28047	Mycolicibacterium confluentis	strain=JCM 13671		latest	Complete Genome	Major	Full	2020/02/06	ASM1072989v1	Department of Infection Metagenomics, Osaka University	GCA_010729895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/729/895/GCF_010729895.1_ASM1072989v1		assembly from type material
GCF_002848365.2	PRJNA224116	SAMN06853936		representative genome	28087	28087	Legionella sainthelensi	strain=LA01-117		latest	Complete Genome	Major	Full	2018/10/16	ASM284836v2	Canterbury Health Laboratories	GCA_002848365.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/848/365/GCF_002848365.2_ASM284836v2		
GCF_900638685.1	PRJNA224116	SAMEA104338429		representative genome	28091	28091	Neisseria weaveri	strain=NCTC12742		latest	Complete Genome	Major	Full	2018/12/20	58882_C02	SC	GCA_900638685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/685/GCF_900638685.1_58882_C02		assembly from type material
GCF_014189455.1	PRJNA224116	SAMN14403981		representative genome	28104	28104	Mesorhizobium huakuii	strain=583		latest	Complete Genome	Major	Full	2020/08/14	ASM1418945v1	ARRIAM	GCA_014189455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/189/455/GCF_014189455.1_ASM1418945v1		
GCF_000833295.1	PRJNA224116	SAMN03024268		representative genome	28110	28110	Francisella philomiragia	strain=O#319-036 [FSC 153]		latest	Complete Genome	Major	Full	2015/02/06	ASM83329v1	Los Alamos National Laboratory	GCA_000833295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/295/GCF_000833295.1_ASM83329v1		
GCF_002998535.1	PRJNA224116	SAMN08439035		representative genome	28113	28113	Bacteroides heparinolyticus	strain=F0111		latest	Complete Genome	Major	Full	2018/03/14	ASM299853v1	The Forsyth Institute	GCA_002998535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/998/535/GCF_002998535.1_ASM299853v1		
GCF_001314995.1	PRJNA224116	SAMN03852683		representative genome	28116	28116	Bacteroides ovatus	strain=ATCC 8483		latest	Complete Genome	Major	Full	2015/10/15	ASM131499v1	Washington University in St. Louis	GCA_001314995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/995/GCF_001314995.1_ASM131499v1		assembly from type material
GCF_002998435.1	PRJNA224116	SAMN08472433		representative genome	28119	28119	Bacteroides zoogleoformans	strain=ATCC 33285		latest	Complete Genome	Major	Full	2018/03/14	ASM299843v1	The Forsyth Institute	GCA_002998435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/998/435/GCF_002998435.1_ASM299843v1		assembly from type material
GCF_002763715.1	PRJNA224116	SAMN07955952		representative genome	28131	28131	Prevotella intermedia	strain=KCOM 1949		latest	Complete Genome	Major	Full	2017/11/13	ASM276371v1	Korean Collection for Oral Microbiology	GCA_002763715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/715/GCF_002763715.1_ASM276371v1		
GCF_900637655.1	PRJNA224116	SAMEA4535752		representative genome	28135	28135	Prevotella oris	strain=NCTC13071		latest	Complete Genome	Major	Full	2018/12/20	52295_B01	SC	GCA_900637655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/655/GCF_900637655.1_52295_B01		assembly from type material
GCF_003516125.1	PRJNA224116	SAMN07540307		representative genome	28141	28141	Cronobacter sakazakii	strain=CS-931		latest	Complete Genome	Major	Full	2020/03/18	ASM351612v3	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_003516125.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/516/125/GCF_003516125.1_ASM351612v3		
GCF_009763765.1	PRJNA224116	SAMN12648266		representative genome	28172	28172	Vibrio metschnikovii	strain=9502-00		latest	Complete Genome	Major	Full	2019/12/18	ASM976376v1	CDC	GCA_009763765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/763/765/GCF_009763765.1_ASM976376v1		
GCF_002302655.1	PRJNA224116	SAMN06289144		representative genome	28188	28188	Capnocytophaga canimorsus	strain=H3936		latest	Complete Genome	Major	Full	2017/09/14	ASM230265v1	Centers for Disease Control and Prevention	GCA_002302655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/655/GCF_002302655.1_ASM230265v1		
GCF_002302475.1	PRJNA224116	SAMN06754876		representative genome	28189	28189	Capnocytophaga cynodegmi	strain=G7591		latest	Complete Genome	Major	Full	2017/09/14	ASM230247v1	Centers for Disease Control and Prevention	GCA_002302475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/475/GCF_002302475.1_ASM230247v1		
GCF_001720485.1	PRJNA224116	SAMN05592162		representative genome	28258	28258	Cobetia marina	strain=JCM 21022		latest	Complete Genome	Major	Full	2016/09/07	ASM172048v1	Ocean university of China	GCA_001720485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/485/GCF_001720485.1_ASM172048v1		assembly from type material
GCF_900475915.1	PRJNA224116	SAMEA4030753		representative genome	28264	28264	Arcanobacterium haemolyticum	strain=NCTC8452		latest	Complete Genome	Major	Full	2018/06/17	48128_H02	SC	GCA_900475915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/915/GCF_900475915.1_48128_H02		assembly from type material
GCF_005221305.1	PRJNA224116	SAMN11461056		representative genome	28449	28449	Neisseria subflava	strain=ATCC 49275		latest	Complete Genome	Major	Full	2019/05/07	ASM522130v1	King's College London	GCA_005221305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/221/305/GCF_005221305.1_ASM522130v1		assembly from type material
GCF_000756125.1	PRJNA224116	SAMN02866341		representative genome	28450	28450	Burkholderia pseudomallei	strain=Mahidol-1106a		latest	Complete Genome	Major	Full	2014/09/18	ASM75612v1	Los Alamos National Laboratory	GCA_000756125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/125/GCF_000756125.1_ASM75612v1		
GCF_013340845.1	PRJNA224116	SAMD00183296		representative genome	28885	28885	Hydrogenovibrio marinus	strain=MH-110		latest	Complete Genome	Major	Full	2020/06/05	ASM1334084v1	Laboratory of Applied Microbiology, Department of Biotechnology, The University of Tokyo	GCA_013340845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/340/845/GCF_013340845.1_ASM1334084v1		assembly from type material
GCF_002080395.1	PRJNA224116	SAMN03737972		representative genome	28898	28898	Campylobacter helveticus	strain=ATCC 51209		latest	Complete Genome	Major	Full	2017/04/06	ASM208039v1	USDA, ARS, WRRC	GCA_002080395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/395/GCF_002080395.1_ASM208039v1		assembly from type material
GCF_010729485.1	PRJNA224116	SAMD00153186		representative genome	29314	29314	Mycolicibacter hiberniae	strain=JCM 13571		latest	Complete Genome	Major	Full	2020/02/06	ASM1072948v1	Department of Infection Metagenomics, Osaka University	GCA_010729485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/729/485/GCF_010729485.1_ASM1072948v1		assembly from type material
GCF_002074155.1	PRJNA224116	SAMN04263500		representative genome	29341	29341	Clostridium argentinense	strain=89G		latest	Complete Genome	Major	Full	2017/03/29	ASM207415v1	Los Alamos National Laboratory	GCA_002074155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/074/155/GCF_002074155.1_ASM207415v1		
GCF_016028295.1	PRJNA224116	SAMN13450412		representative genome	29379	29379	Staphylococcus auricularis	strain=FDAARGOS_882		latest	Complete Genome	Major	Full	2020/12/14	ASM1602829v1	US Food and Drug Administration	GCA_016028295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/028/295/GCF_016028295.1_ASM1602829v1		assembly from type material
GCF_003966625.1	PRJNA224116	SAMD00115875		representative genome	29380	29380	Staphylococcus caprae	strain=JMUB898		latest	Complete Genome	Major	Full	2018/08/31	ASM396662v1	Division of Bacteriology, Department of Infection and Immunity, School of Medicine, Jichi Medical University	GCA_003966625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/625/GCF_003966625.1_ASM396662v1		
GCF_900635295.1	PRJNA224116	SAMEA3500269		representative genome	29385	29385	Staphylococcus saprophyticus	strain=NCTC7666		latest	Complete Genome	Major	Full	2018/12/19	40853_E01	SC	GCA_900635295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/295/GCF_900635295.1_40853_E01		
